PZN;Wirkstoffe;Artikelname (Hauptbegriff);Anbietername;Volumen (Bezugsgröße);Einh. (Bezugsgr.);Menge;Einh.;PpU (APU exkl. NBR);NBR;Erstattungsb.;APU / HAP;Taxe-EK;HR ges.;Ges. VK;V;DRF-Bez.;Aufnahme;Wirkstoffe und Mengen
01753799;Saxagliptin hydrochlorid;ONGLYZA;AstraZeneca;;;98;St;140,14;69,33;70,81;70,81;73,74;4,96;100,57;;Filmtabletten;01.11.2009;Saxagliptin hydrochlorid 5,58 mg
14362735;Patisiran natrium, Lipid-Nanopartikel;ONPATTRO;Alnylam Nether.;5;ml;1;St;8529,41;946,08;7583,33;7583,33;7583,33;530,83;9305,07;;Infusionslösungskonzentrat;01.10.2018;Patisiran natrium, Lipid-Nanopartikel
11024601;Nivolumab;OPDIVO;Brist.My.Squibb;4;ml;4;ml;570;154,85;415,15;415,15;428,93;29,06;535,93;;Infusionslösungskonzentrat;15.07.2015;Nivolumab 40 mg
11024618;Nivolumab;OPDIVO;Brist.My.Squibb;10;ml;10;ml;1425;387,13;1037,87;1037,87;1071,26;72,65;1323,23;;Infusionslösungskonzentrat;15.07.2015;Nivolumab 100 mg
10131111;Macitentan;OPSUMIT;Janssen-Cilag;;;15;St;0;0;0;0;0;0;0;;Filmtabletten;01.02.2014;Macitentan 10 mg
10131105;Macitentan;OPSUMIT;Janssen-Cilag;;;30;St;0;0;0;1698,62;1698,62;0;2092,19;;Filmtabletten;01.02.2014;Macitentan 10 mg
13566542;Lumacaftor | Ivacaftor;ORKAMBI;Vertex;;;112;St;12995;3150,83;9844,17;9844,17;9844,17;689,09;12076,19;;Filmtabletten;01.02.2018;Ivacaftor 125 mg | Lumacaftor 100 mg
15246445;Lumacaftor | Ivacaftor;ORKAMBI;Vertex;;;56;St;12995;3150,83;9844,17;9844,17;9844,17;689,09;12076,19;;Granulat;15.02.2019;Ivacaftor 125 mg | Lumacaftor 100 mg
15246451;Lumacaftor | Ivacaftor;ORKAMBI;Vertex;;;56;St;12995;3150,83;9844,17;9844,17;9844,17;689,09;12076,19;;Granulat;15.02.2019;Lumacaftor 150 mg | Ivacaftor 188 mg
11526389;Lumacaftor | Ivacaftor;ORKAMBI;Vertex;;;112;St;12995;3150,83;9844,17;9844,17;9844,17;689,09;12076,19;;Filmtabletten;01.03.2016;Ivacaftor 125 mg | Lumacaftor 200 mg
10417824;Cholsäure;ORPHACOL;Laboratoir CTRS;;;30;St;2620;389,55;2230,45;2230,45;2230,45;156,13;2744,04;;Hartkapseln;15.05.2014;Cholsäure 50 mg
10417830;Cholsäure;ORPHACOL;Laboratoir CTRS;;;60;St;5240;779,09;4460,91;4460,91;4460,91;312,26;5477,93;;Hartkapseln;15.05.2014;Cholsäure 50 mg
10417847;Cholsäure;ORPHACOL;Laboratoir CTRS;;;30;St;13100;1947,73;11152,27;11152,27;11152,27;780,66;13679,53;;Hartkapseln;15.05.2014;Cholsäure 250 mg
10991865;Apremilast;OTEZLA;Celgene;;;27;St;527,5;168,02;359,48;359,48;371,5;0;465,54;;Filmtabletten;15.02.2015;Apremilast 10 mg | Apremilast 30 mg | Apremilast 20 mg
10991871;Apremilast;OTEZLA;Celgene;;;56;St;1094,08;218,82;875,26;875,26;903,53;0;1117,65;;Filmtabletten;15.02.2015;Apremilast 30 mg
10991888;Apremilast;OTEZLA;Celgene;;;168;St;3282,23;656,44;2625,79;2625,79;2664,29;0;3275,81;;Filmtabletten;15.02.2015;Apremilast 30 mg
13716987;Cenegermin;OXERVATE;Dompe Farmac.;1;ml;7X1;ml;1875;0;1875;1875;1913,5;131,25;2355,57;;Augentropfen;15.11.2017;Cenegermin 0,02 mg
14352866;Semaglutid;OZEMPIC;Novo Nordisk;1,5;ml;1;St;0;0;0;0;0;0;0;;Injektionslösung;15.12.2019;Semaglutid 2 mg
14352872;Semaglutid;OZEMPIC;Novo Nordisk;1,5;ml;1;St;136,4;62,77;73,63;73,63;76,65;5,15;104,14;AV;Injektionslösung;01.11.2018;Semaglutid 2 mg
14352903;Semaglutid;OZEMPIC;Novo Nordisk;1,5;ml;1;St;0;0;0;0;0;0;0;;Injektionslösung;15.01.2020;Semaglutid 2 mg
15398528;Semaglutid;OZEMPIC;Novo Nordisk;1,5;ml;1;St;136,4;62,77;73,63;73,63;76,65;5,15;104,14;;Injektionslösung;15.01.2020;Semaglutid 2 mg
14352889;Semaglutid;OZEMPIC;Novo Nordisk;1,5;ml;1;St;136,4;62,77;73,63;73,63;76,65;5,15;104,14;AV;Injektionslösung;01.11.2018;Semaglutid 2 mg
14352926;Semaglutid;OZEMPIC;Novo Nordisk;1,5;ml;1;St;0;0;0;0;0;0;0;;Injektionslösung;15.01.2020;Semaglutid 2 mg
15398534;Semaglutid;OZEMPIC;Novo Nordisk;1,5;ml;1;St;136,4;62,77;73,63;73,63;76,65;5,15;104,14;;Injektionslösung;15.01.2020;Semaglutid 2 mg
14439231;Semaglutid;OZEMPIC;Novo Nordisk;1,5;ml;3;St;409,2;188,31;220,89;220,89;228,55;15,46;290,32;AV;Injektionslösung;01.11.2018;Semaglutid 2 mg
15398540;Semaglutid;OZEMPIC;Novo Nordisk;1,5;ml;3;St;409,2;188,31;220,89;220,89;228,55;15,46;290,32;;Injektionslösung;15.01.2020;Semaglutid 2 mg
14352932;Semaglutid;OZEMPIC;Novo Nordisk;3;ml;1;St;0;0;0;0;0;0;0;;Injektionslösung;15.01.2020;Semaglutid 4 mg
14439248;Semaglutid;OZEMPIC;Novo Nordisk;3;ml;3;St;409,2;188,31;220,89;220,89;228,55;15,46;290,32;AV;Injektionslösung;01.11.2018;Semaglutid 4 mg
15398557;Semaglutid;OZEMPIC;Novo Nordisk;3;ml;3;St;409,2;188,31;220,89;220,89;228,55;15,46;290,32;;Injektionslösung;15.01.2020;Semaglutid 4 mg
12361393;Etelcalcetid hydrochlorid;PARSABIV;Amgen;0,5;ml;12;St;201;18,75;182,25;182,25;188,69;12,76;241,46;;Injektionslösung;01.06.2017;Etelcalcetid hydrochlorid
12361430;Etelcalcetid hydrochlorid;PARSABIV;Amgen;1;ml;12;St;402;37,5;364,5;364,5;376,68;25,52;471,88;;Injektionslösung;01.06.2017;Etelcalcetid hydrochlorid
12361482;Etelcalcetid hydrochlorid;PARSABIV;Amgen;2;ml;12;St;804;75;729;729;752,66;51,03;932,72;;Injektionslösung;01.06.2017;Etelcalcetid hydrochlorid
09888530;Pertuzumab;PERJETA;Roche Ph.;14;ml;1;St;3110;889,38;2220,62;2220,62;2259,12;155,44;2779,19;;Infusionslösungskonzentrat;01.04.2013;Pertuzumab 420 mg
14188438;Ingenol mebutat;PICATO;Leo;;;2X0,47;g;0;0;0;0;0;0;0;;Gel;01.12.2018;Ingenol mebutat 0,07 mg
00678340;Ingenol mebutat;PICATO;Leo;;;3X0,47;g;72;0;72;72;74,97;0;102,08;;Gel;15.01.2013;Ingenol mebutat 0,07 mg
00678357;Ingenol mebutat;PICATO;Leo;;;2X0,47;g;72;0;72;72;74,97;0;102,08;;Gel;15.01.2013;Ingenol mebutat 0,235 mg
14260609;Doravirin;PIFELTRO;MSD Sharp&Dohme;;;30;St;540;0;0;540;557,71;37,8;693,77;;Filmtabletten;15.01.2019;Doravirin 100 mg
14260615;Doravirin;PIFELTRO;MSD Sharp&Dohme;;;90;St;1620;0;0;1620;1658,5;113,4;2043,02;;Filmtabletten;15.01.2019;Doravirin 100 mg
00927010;Pixantron dimaleat;PIXUVRI;Servier;;;29;mg;810,19;435,19;375;375;387,51;0;485,16;;Pulver zur Herstellung eines Infusionslösungskonzentrates;01.12.2012;Pixantron dimaleat 49,69 mg
11645906;Necitumumab;PORTRAZZA;Lilly;50;ml;1X50;ml;0;0;0;0;0;0;0;;Infusionslösungskonzentrat;01.04.2016;Necitumumab 800 mg
13513758;Necitumumab;PORTRAZZA;Lilly;50;ml;1X50;ml;450,16;0;450,16;450,16;465,04;31,51;580,18;;Infusionslösungskonzentrat;01.08.2017;Necitumumab 800 mg
11320311;Alirocumab;PRALUENT;Sanofi-Aventis;1;ml;1X1;ml;289,2;34,7;254,5;254,5;263,22;0;332,82;RW;Injektionslösung;15.11.2015;Alirocumab 75 mg
14062772;Alirocumab;PRALUENT;Sanofi-Aventis;1;ml;1X1;ml;0;0;0;0;0;0;0;RW;Injektionslösung;15.11.2018;Alirocumab 75 mg
11320328;Alirocumab;PRALUENT;Sanofi-Aventis;1;ml;2X1;ml;578,4;69,4;509;460;475,19;0;592,63;RW;Injektionslösung;15.11.2015;Alirocumab 75 mg
11320334;Alirocumab;PRALUENT;Sanofi-Aventis;1;ml;6X1;ml;1735,2;208,2;1527;1380;1418,5;0;1748,85;RW;Injektionslösung;01.03.2016;Alirocumab 75 mg
11320280;Alirocumab;PRALUENT;Sanofi-Aventis;1;ml;1X1;ml;289,2;34,7;254,5;254,5;263,22;0;332,82;RW;Injektionslösung;15.11.2015;Alirocumab 150 mg
14062743;Alirocumab;PRALUENT;Sanofi-Aventis;1;ml;1X1;ml;0;0;0;0;0;0;0;RW;Injektionslösung;15.11.2018;Alirocumab 150 mg
11320297;Alirocumab;PRALUENT;Sanofi-Aventis;1;ml;2X1;ml;578,4;69,4;509;460;475,19;0;592,63;RW;Injektionslösung;15.11.2015;Alirocumab 150 mg
11320305;Alirocumab;PRALUENT;Sanofi-Aventis;1;ml;6X1;ml;1735,2;208,2;1527;1380;1418,5;0;1748,85;RW;Injektionslösung;01.03.2016;Alirocumab 150 mg
13863501;Letermovir;PREVYMIS;MSD Sharp&Dohme;;;28;St;4650,24;544,99;4105,25;4105,25;4143,75;287,37;5089,18;;Filmtabletten;15.02.2018;Letermovir 240 mg
13863530;Letermovir;PREVYMIS;MSD Sharp&Dohme;12;ml;1;St;182,46;35,84;146,62;146,62;151,94;10,26;196,42;;Infusionslösungskonzentrat;15.02.2018;Letermovir 240 mg
13863518;Letermovir;PREVYMIS;MSD Sharp&Dohme;;;28;St;9300,48;1089,98;8210,5;8210,5;8249;574,74;10120,99;;Filmtabletten;15.02.2018;Letermovir 480 mg
13863547;Letermovir;PREVYMIS;MSD Sharp&Dohme;24;ml;1;St;364,92;71,69;293,23;293,23;303,17;20,53;381,79;;Infusionslösungskonzentrat;15.02.2018;Letermovir 480 mg
08895947;Regadenoson;RAPISCAN;GE Healthcare;5;ml;5;ml;83,18;29,18;54;83,18;0;0;0;;Injektionslösung;15.04.2011;Regadenoson 0,4 mg
11583832;Glyceroltris(phenylbutyrat);RAVICTI;Immedica Pharma;;;1X25;ml;208;0;208;208;215,25;0;274,02;;Flüssigkeit zum Einnehmen;01.03.2018;Glyceroltris(phenylbutyrat) 1,1 g
11583849;Glyceroltris(phenylbutyrat);RAVICTI;Swedish Orphan;;;1X25;ml;208;0;208;208;215,25;0;274,02;AV;Flüssigkeit zum Einnehmen;01.03.2018;Glyceroltris(phenylbutyrat) 1,1 g
11583855;Glyceroltris(phenylbutyrat);RAVICTI;Swedish Orphan;;;1X25;ml;208;0;208;208;215,25;0;274,02;AV;Flüssigkeit zum Einnehmen;01.03.2018;Glyceroltris(phenylbutyrat) 1,1 g
11583861;Glyceroltris(phenylbutyrat);RAVICTI;Swedish Orphan;;;1X25;ml;208;0;208;208;215,25;0;274,02;AV;Flüssigkeit zum Einnehmen;01.03.2018;Glyceroltris(phenylbutyrat) 1,1 g
11213578;Idebenon;RAXONE;Chiesi;;;180;St;7038,5;3339,87;3698,63;3698,63;3698,63;0;4543,6;;Filmtabletten;01.10.2015;Idebenon 150 mg
14016453;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;55,56;0;55,56;55,56;58,01;3,89;81,29;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 1,63 mg
14016499;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;0;0;0;0;0;0;0;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 1,63 mg
14016507;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;0;0;0;0;0;0;0;;Hartkapseln;01.02.2019;Cariprazin hydrochlorid 1,63 mg
14016476;Cariprazin hydrochlorid;REAGILA;Recordati;;;49;St;129,64;0;129,64;129,64;134,42;9,07;174,94;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 1,63 mg
14016482;Cariprazin hydrochlorid;REAGILA;Recordati;;;98;St;259,27;0;259,27;259,27;268,14;18,15;338,84;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 1,63 mg
14016513;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;55,56;0;55,56;55,56;58,01;3,89;81,29;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 3,26 mg
14016559;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;0;0;0;0;0;0;0;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 3,26 mg
14016565;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;0;0;0;0;0;0;0;;Hartkapseln;01.02.2019;Cariprazin hydrochlorid 3,26 mg
14016536;Cariprazin hydrochlorid;REAGILA;Recordati;;;49;St;129,64;0;129,64;129,64;134,42;9,07;174,94;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 3,26 mg
14016542;Cariprazin hydrochlorid;REAGILA;Recordati;;;98;St;259,27;0;259,27;259,27;268,14;18,15;338,84;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 3,26 mg
14016571;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;55,56;0;55,56;55,56;58,01;3,89;81,29;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 4,88 mg
14016602;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;0;0;0;0;0;0;0;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 4,88 mg
14016619;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;0;0;0;0;0;0;0;;Hartkapseln;01.02.2019;Cariprazin hydrochlorid 4,88 mg
14016588;Cariprazin hydrochlorid;REAGILA;Recordati;;;49;St;129,64;0;129,64;129,64;134,42;9,07;174,94;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 4,88 mg
14016594;Cariprazin hydrochlorid;REAGILA;Recordati;;;98;St;259,27;0;259,27;259,27;268,14;18,15;338,84;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 4,88 mg
14016625;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;55,56;0;55,56;55,56;58,01;3,89;81,29;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 6,51 mg
14016654;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;0;0;0;0;0;0;0;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 6,51 mg
14016683;Cariprazin hydrochlorid;REAGILA;Recordati;;;21;St;0;0;0;0;0;0;0;;Hartkapseln;01.02.2019;Cariprazin hydrochlorid 6,51 mg
14016631;Cariprazin hydrochlorid;REAGILA;Recordati;;;49;St;129,64;0;129,64;129,64;134,42;9,07;174,94;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 6,51 mg
14016648;Cariprazin hydrochlorid;REAGILA;Recordati;;;98;St;259,27;0;259,27;259,27;268,14;18,15;338,84;;Hartkapseln;15.04.2018;Cariprazin hydrochlorid 6,51 mg
13451425;Nonacog beta pegol;REFIXIA;Novo Nordisk;;;1;St;850;0;850;850;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.10.2017;Nonacog beta pegol 500 I.E.
13451454;Nonacog beta pegol;REFIXIA;Novo Nordisk;;;1;St;1700;0;1700;1700;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.10.2017;Nonacog beta pegol 1000 I.E.
13451460;Nonacog beta pegol;REFIXIA;Novo Nordisk;;;1;St;3400;0;3400;3400;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.10.2017;Nonacog beta pegol 2000 I.E.
02359975;Fluticason furoat | Vilanterol trifenatat;RELVAR;GlaxoSmithKl.;;;1X30;St;25,12;0;0;25,12;26,61;0;42,8;;Inhalationspulver;01.01.2014;Vilanterol trifenatat 39,82 µg | Fluticason furoat 100 µg
07098717;Fluticason furoat | Vilanterol trifenatat;RELVAR;GlaxoSmithKl.;;;1X30;St;0;0;0;0;0;0;0;;Inhalationspulver;01.01.2014;Fluticason furoat 100 µg | Vilanterol trifenatat 39,82 µg
02359981;Fluticason furoat | Vilanterol trifenatat;RELVAR;GlaxoSmithKl.;;;3X30;St;74,36;0;0;74,36;77,4;0;105,05;;Inhalationspulver;01.01.2014;Vilanterol trifenatat 39,82 µg | Fluticason furoat 100 µg
02360725;Fluticason furoat | Vilanterol trifenatat;RELVAR;GlaxoSmithKl.;;;1X30;St;33,69;0;0;33,69;35,45;0;53,63;;Inhalationspulver;01.01.2014;Fluticason furoat 200 µg | Vilanterol trifenatat 39,82 µg
07098798;Fluticason furoat | Vilanterol trifenatat;RELVAR;GlaxoSmithKl.;;;1X30;St;0;0;0;0;0;0;0;;Inhalationspulver;01.01.2014;Fluticason furoat 200 µg | Vilanterol trifenatat 39,82 µg
02360754;Fluticason furoat | Vilanterol trifenatat;RELVAR;GlaxoSmithKl.;;;3X30;St;99,74;0;0;99,74;103,58;0;137,15;;Inhalationspulver;01.01.2014;Fluticason furoat 200 µg | Vilanterol trifenatat 39,82 µg
11158307;Evolocumab;REPATHA;Amgen;1;ml;2;St;578,4;175,4;403;403;416,39;0;520,55;;Injektionslösung in einem Fertigpen;15.09.2015;Evolocumab 140 mg
11158313;Evolocumab;REPATHA;Amgen;1;ml;6;St;1735,2;526,2;1209;1209;1247,5;0;1539,25;;Injektionslösung in einem Fertigpen;15.09.2015;Evolocumab 140 mg
12397126;Evolocumab;REPATHA;Amgen;3,5;ml;1;St;563,33;126,75;436,58;436,58;451,03;0;563,01;;Injektionslösung;01.05.2017;Evolocumab 420 mg
12397132;Evolocumab;REPATHA;Amgen;3,5;ml;3X1;St;1690;380,25;1309,75;1309,75;1348,25;0;1662,74;;Injektionslösung;15.01.2018;Evolocumab 420 mg
13753327;Teduglutid;REVESTIVE;Shire;0,5;ml;28X1,25;mg;8558,2;0;8558,2;8558,2;8596,7;599,07;10547,16;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.12.2017;Teduglutid 1,25 mg
10320102;Teduglutid;REVESTIVE;Shire;0,5;ml;28X5;mg;17116,44;0;17116,44;17116,44;17154,94;1198,15;21037;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.09.2014;Teduglutid 5 mg
12580020;Teduglutid;REVESTIVE;Shire;0,5;ml;1X5;mg;611,3;0;611,3;611,3;631,26;42,79;783,92;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.03.2017;Teduglutid 5 mg
15235890;Rucaparib-(+)-camsilat;RUBRACA;Clovis Oncology;;;60;St;3745;0;0;3745;3783,5;262,15;4647,63;;Filmtabletten;01.03.2019;Rucaparib-(+)-camsilat 343,68 mg
15235915;Rucaparib-(+)-camsilat;RUBRACA;Clovis Oncology;;;60;St;3745;0;0;3745;3783,5;262,15;4647,63;;Filmtabletten;01.03.2019;Rucaparib-(+)-camsilat 429,59 mg
15235921;Rucaparib-(+)-camsilat;RUBRACA;Clovis Oncology;;;60;St;3745;0;0;3745;3783,5;262,15;4647,63;;Filmtabletten;01.03.2019;Rucaparib-(+)-camsilat 515,51 mg
13890662;Midostaurin;RYDAPT;Novartis Pharma;;;2X28;St;0;0;0;0;0;0;0;;Weichkapseln;01.02.2018;Midostaurin 25 mg
12673158;Midostaurin;RYDAPT;Novartis Pharma;;;4X28;St;17551,22;4551,22;13000;13000;13038,5;910;15991,48;;Weichkapseln;15.10.2017;Midostaurin 25 mg
02258004;Cannabis sativa L. (THC-Chemotyp)-Blätter-, -Blüten-Dickextrakt, eingestellt, Auszugsmittel: Kohlendioxid, flüssig | Cannabis sativa L. (CBD-Chemotyp)-Blätter-, -Blüten-Dickextrakt, eingestellt, Auszugsmittel: Kohlendioxid, flüssig;SATIVEX;Almirall Hermal;0,1;ml;3X10;ml;464;193,06;270,94;270,94;280,17;18,97;353,6;;Spray;01.07.2011;Cannabis sativa L. (CBD-Chemotyp)-Blätter-, -Blüten-Dickextrakt, eingestellt, Auszugsmittel: Kohlendioxid, flüssig | Cannabis sativa L. (THC-Chemotyp)-Blätter-, -Blüten-Dickextrakt, eingestellt, Auszugsmittel: Kohlendioxid, flüssig
11336128;Afamelanotid;SCENESSE;Clinuvel Europe;;;1;St;14100,95;0;14100,95;0;0;0;0;;Implantat;15.02.2016;Afamelanotid 16 mg
12371078;Afamelanotid;SCENESSE;Clinuvel Europe;;;1;St;14100,95;0;14100,95;14100,95;14100,95;0;17293,72;;Implantat;01.06.2016;Afamelanotid 16 mg
10109264;Nalmefen hydrochlorid-2-Wasser;SELINCRO;Lundbeck;;;14;St;63;10,94;52,06;52,06;54,4;3,64;76,86;;Filmtabletten;01.09.2014;Nalmefen hydrochlorid-2-Wasser 21,92 mg
10109287;Nalmefen hydrochlorid-2-Wasser;SELINCRO;Lundbeck;;;28;St;0;0;0;0;0;0;0;AV;Filmtabletten;01.09.2014;Nalmefen hydrochlorid-2-Wasser 21,92 mg
10109270;Nalmefen hydrochlorid-2-Wasser;SELINCRO;Lundbeck;;;49;St;220,5;38,28;182,22;182,22;188,66;12,76;241,43;;Filmtabletten;01.09.2014;Nalmefen hydrochlorid-2-Wasser 21,92 mg
13946931;Glycopyrronium bromid;SIALANAR;Proveca;1;ml;250;ml;491;91;400;400;413,3;28;516,77;;Lösung zum Einnehmen;01.04.2018;Glycopyrronium bromid 0,4 mg
10210483;Pasireotid diaspartat;SIGNIFOR;Novartis Pharma;1;ml;60;St;3423,28;866,29;2556,99;2556,99;2595,49;0;3191,47;;Injektionslösung;15.03.2014;Pasireotid diaspartat 0,38 mg
10210508;Pasireotid diaspartat;SIGNIFOR;Novartis Pharma;1;ml;60;St;4027,4;1019,18;3008,22;3008,22;3046,72;0;3744,55;;Injektionslösung;15.03.2014;Pasireotid diaspartat 0,75 mg
10210514;Pasireotid diaspartat;SIGNIFOR;Novartis Pharma;1;ml;60;St;4027,4;1019,18;3008,22;3008,22;3046,72;0;3744,55;;Injektionslösung;15.03.2014;Pasireotid diaspartat 1,13 mg
12675849;Pasireotid embonat;SIGNIFOR;Novartis Pharma;;;1;St;4219,18;1527,18;2692;2692;2730,5;0;3356,97;;Trockensubstanz mit Lösungsmittel;01.12.2017;Pasireotid embonat 13,71 mg
10753700;Pasireotid embonat;SIGNIFOR;Novartis Pharma;;;1;St;4219,18;1527,18;2692;2692;2730,5;0;3356,97;;Trockensubstanz mit Lösungsmittel;01.02.2015;Pasireotid embonat 27,42 mg
12675909;Pasireotid embonat;SIGNIFOR;Novartis Pharma;;;1;St;4219,18;1527,18;2692;2692;2730,5;0;3356,97;;Trockensubstanz mit Lösungsmittel;01.12.2017;Pasireotid embonat 41,13 mg
10753717;Pasireotid embonat;SIGNIFOR;Novartis Pharma;;;1;St;4219,18;1527,18;2692;2692;2730,5;0;3356,97;;Trockensubstanz mit Lösungsmittel;01.02.2015;Pasireotid embonat 54,83 mg
10753723;Pasireotid embonat;SIGNIFOR;Novartis Pharma;;;1;St;4219,18;1527,18;2692;2692;2730,5;0;3356,97;;Trockensubstanz mit Lösungsmittel;01.02.2015;Pasireotid embonat 82,25 mg
11081214;Bedaquilin fumarat;SIRTURO;Janssen-Cilag;;;24;St;3545,01;557,51;2987,5;2987,5;3026;0;3719,15;;Tabletten;01.03.2016;Bedaquilin fumarat 120,89 mg
02253308;Dimethyl fumarat;SKILARENCE;Almirall Hermal;;;42;St;77,7;4,57;73,13;73,13;76,13;0;103,49;;Tabletten magensaftresistent;01.10.2017;Dimethyl fumarat 30 mg
14036013;Dimethyl fumarat;SKILARENCE;Almirall Hermal;;;42;St;0;0;0;0;0;0;0;;Tabletten magensaftresistent;01.10.2018;Dimethyl fumarat 30 mg
10744776;Dimethyl fumarat;SKILARENCE;Almirall Hermal;;;210;St;388,5;22,85;365,65;365,65;377,87;0;473,35;;Tabletten magensaftresistent;01.11.2019;Dimethyl fumarat 30 mg
05025789;Dimethyl fumarat;SKILARENCE;Almirall Hermal;;;90;St;198;11,65;186,35;186,35;192,92;0;246,65;;Tabletten magensaftresistent;01.10.2017;Dimethyl fumarat 120 mg
14036036;Dimethyl fumarat;SKILARENCE;Almirall Hermal;;;90;St;0;0;0;0;0;0;0;;Tabletten magensaftresistent;01.10.2018;Dimethyl fumarat 120 mg
05025766;Dimethyl fumarat;SKILARENCE;Almirall Hermal;;;180;St;396;23,29;372,71;372,71;385,15;0;482,26;;Tabletten magensaftresistent;01.10.2017;Dimethyl fumarat 120 mg
14036148;Dimethyl fumarat;SKILARENCE;Almirall Hermal;;;300;St;660;38,82;621,18;621,18;641,45;0;796,41;;Tabletten magensaftresistent;01.10.2018;Dimethyl fumarat 120 mg
15373617;Risankizumab;SKYRIZI;AbbVie;0,83;ml;2;St;4973,67;0;0;4973,67;5012,17;348,16;6153,61;;Injektionslösung;01.06.2019;Risankizumab 75 mg
15373623;Risankizumab;SKYRIZI;AbbVie;0,83;ml;2;St;0;0;0;0;0;0;0;;Injektionslösung;01.06.2019;Risankizumab 75 mg
14446001;Melatonin;SLENYTO;Infectopharm;;;30;St;24,23;0;0;24,23;25,69;1,7;41,67;;Retard-Tabletten;15.01.2019;Melatonin 1 mg
14446018;Melatonin;SLENYTO;Infectopharm;;;60;St;48,46;0;0;48,46;50,69;3,39;72,32;;Retard-Tabletten;01.12.2019;Melatonin 1 mg
14446024;Melatonin;SLENYTO;Infectopharm;;;30;St;121,13;0;0;121,13;125,65;8,48;164,2;;Retard-Tabletten;15.01.2019;Melatonin 5 mg
12568935;Ivermectin;SOOLANTRA;Galderma;;;45;g;31,5;8,5;23;23;24,42;1,61;40,11;;Creme;15.03.2018;Ivermectin 10 mg
10253386;Sofosbuvir;SOVALDI;Gilead Scien.;;;28;St;16270;4610;11660;11660;11698,5;0;14349,04;;Filmtabletten;15.02.2014;Sofosbuvir 400 mg
12561175;Nusinersen natrium;SPINRAZA;Biogen;5;ml;1;St;89600;12037,5;77562,5;77562,5;77562,5;5429,38;95078,55;;Injektionslösung;01.07.2017;Nusinersen natrium 12,63 mg
13832699;Tiotropium bromid-1-Wasser | Olodaterol hydrochlorid;SPIOLTO;Boehringer Ing.;;;1X4,0;ml;60,6;9,6;51;51;53,31;3,57;75,53;;Inhalationslösung;01.03.2019;Tiotropium bromid-1-Wasser 3,12 µg | Olodaterol hydrochlorid 2,74 µg
13832713;Tiotropium bromid-1-Wasser | Olodaterol hydrochlorid;SPIOLTO;Boehringer Ing.;;;1X4,0;ml;0;0;0;0;0;0;0;;Inhalationslösung;01.03.2019;Olodaterol hydrochlorid 2,74 µg | Tiotropium bromid-1-Wasser 3,12 µg
13832707;Tiotropium bromid-1-Wasser | Olodaterol hydrochlorid;SPIOLTO;Boehringer Ing.;;;3X4,0;ml;181,8;28,8;153;153;158,52;10,71;204,49;;Inhalationslösung;01.03.2019;Olodaterol hydrochlorid 2,74 µg | Tiotropium bromid-1-Wasser 3,12 µg
13965986;Ertugliflozin-Pidolsäure | Sitagliptin phosphat-1-Wasser;STEGLUJAN;MSD Sharp&Dohme;;;28;St;71,4;20,82;50,58;50,58;52,87;3,54;74,99;;Filmtabletten;15.05.2018;Sitagliptin phosphat-1-Wasser 128,48 mg | Ertugliflozin-Pidolsäure 6,48 mg
13966106;Ertugliflozin-Pidolsäure | Sitagliptin phosphat-1-Wasser;STEGLUJAN;MSD Sharp&Dohme;;;30X1;St;0;0;0;0;0;0;0;;Filmtabletten;01.06.2018;Sitagliptin phosphat-1-Wasser 128,48 mg | Ertugliflozin-Pidolsäure 6,48 mg
